CpG,gamma_mean,gamma_sd,gamma_lower,gamma_upper,p_gamma_gt_0
cg04493740,-0.010867657572772,0.1646905864402821,-0.3336612069957249,0.31192589185018094,0.4736935563070338
cg01001202,-0.0396233449551035,0.2371942729926629,-0.5045241200207228,0.4252774301105158,0.43366528456846387
cg21087687,-0.0196786186137452,0.1649371539847192,-0.34295544042379483,0.30359820319630443,0.4525149604193529
cg16168311,0.0044644759514516,0.1823646947296051,-0.35297032571857434,0.36189927762147756,0.5097655433265611
cg07116247,-0.002335062884906,0.1939722363142123,-0.3825206460607621,0.3778505202909501,0.4951975971884277
cg15931112,-0.0139461713042864,0.1979550425246041,-0.4019380546525104,0.37404571204393766,0.47191726833603
cg15774023,0.0424478454984842,0.2425114412024797,-0.432874579258376,0.5177702702553444,0.5694736996883953
cg10503239,-0.0176511817287496,0.2327163212736296,-0.4737751714250636,0.43847280796756444,0.46976981860514333
cg12651099,0.0049830960634371,0.2090385110038078,-0.4047323855040262,0.4146985776309004,0.5095091542395557
cg10504977,-0.0157901084496191,0.1743454403393538,-0.35750717151475253,0.32592695461551435,0.46391795125188173
cg02703679,0.0029739255591756,0.2270031290630674,-0.4419522074044365,0.4479000585227877,0.5052263187391179
cg15451847,0.004489325017436,0.2057756488990511,-0.39883094682470416,0.40780959685957613,0.5087028737649072
cg23331714,-0.0073955831917573,0.213008482017676,-0.42489220794640226,0.4101010415628876,0.4861516398878216
cg03789534,-0.0114390048195334,0.2164263758797724,-0.4356347015438873,0.41275669190482045,0.4789241084292273
cg21039445,0.0216858403982831,0.1830074322662635,-0.3370087268435934,0.38038040764015957,0.5471630828244884
cg03218461,-0.0115829491575097,0.2007530835731332,-0.40505899296085074,0.3818930946458314,0.4769947962794725
cg04520607,-0.0354477222713629,0.2886323663411305,-0.6011671602999787,0.5302717157572528,0.4511277058080825
cg16015033,-0.0585035944013983,0.2638545484123843,-0.5756585092896715,0.45865132048687496,0.4122633276604436
cg01965462,-0.0433004517165807,0.2998558760199446,-0.6310179687156722,0.5444170652825108,0.4425906451900302
cg03399639,-0.0094395028801257,0.1709482136272422,-0.3444980015895204,0.325618995829269,0.4779821977319635
cg12054225,-0.0214580845265423,0.2411350235825068,-0.4940827307482556,0.451166561695171,0.46454578763677157
cg20350671,-0.0094718070712034,0.2225997119937409,-0.4457672425789355,0.42682362843652877,0.4830297877876628
cg14064981,-0.0005414511214799,0.2444996191026988,-0.47976070456276954,0.4786778023198097,0.4991165320855432
cg21684161,-0.0216534231696322,0.2399056833675034,-0.4918685625699388,0.4485617162306744,0.4640410710106987
cg13324140,-0.0087036774759193,0.2543616565588489,-0.5072525243312631,0.4898451693794245,0.48635176574606165
cg13944966,0.04002100402463,0.2551732444788917,-0.46011855515399774,0.5401605632032578,0.5623139584991848
cg27207932,-0.0209133704992185,0.2456314619356668,-0.5023510358931255,0.46052429489468844,0.4660745470152414
cg11539855,-0.0081238472302249,0.136137485024642,-0.27495331787852323,0.2587056234180734,0.47620770148717906
cg20869290,0.0039080993289885,0.1851577260044248,-0.3590010436396841,0.3668172422976611,0.5084197961173292
cg15281901,-0.009902479113453,0.2175399886432103,-0.4362808568541452,0.4164758986272392,0.4818463090866798
cg17437489,-0.0539305653862651,0.3005761637351057,-0.6430598463070722,0.5351987155345421,0.428802409896764
cg09509790,0.0019455669963211,0.1979747211715834,-0.3860848864999824,0.3899760204926246,0.5039204825568269
cg25999088,-0.0022689645638083,0.20231398948235,-0.3988043839492143,0.39426645482159767,0.49552593014182933
cg01190601,-0.0347724755596271,0.2801662951120926,-0.5838984139793286,0.5143534628600743,0.45061262541853264
cg05761052,-0.0504892758680557,0.3082072067346703,-0.6545754010680095,0.553596849331898,0.43493799260685273
cg19716713,-0.0161475745648781,0.184648289390372,-0.3780582217700072,0.345763072640251,0.4651567379073056
cg17355765,0.0030583377623044,0.1884417142256259,-0.3662874221199223,0.37240409764453114,0.5064743981221651
cg19303255,-0.0110699611467991,0.2329374466722678,-0.46762735662444394,0.44548743433084576,0.4810480717670226
cg22987615,-0.0159151927584007,0.2128061836820594,-0.4330153127752371,0.4011849272584357,0.4701919866774166
cg12179980,-0.0110512703224766,0.2196541898262392,-0.4415734823819054,0.4194709417369522,0.47993682852883435
cg10501210,-0.0246415222703633,0.1746933005863248,-0.3670403914195599,0.3177573468788333,0.4439128875042597
cg25430089,-0.0487151735710625,0.3062158745992308,-0.6488982877855548,0.5514679406434299,0.4367998966241634
cg06619487,-0.0166782851525091,0.1935722816254592,-0.3960799571384091,0.36272338683339095,0.4656694139706751
cg23805666,0.0097717514227004,0.2774857350285551,-0.5341002892332677,0.5536437920786684,0.5140459804390253
cg15635095,-0.0098129961975656,0.2723334897486991,-0.5435866361050158,0.5239606437098846,0.4856280177047376
cg23521331,-0.0073003388697828,0.2334900441594388,-0.4649408254222829,0.45034014768271724,0.48752863574905314
cg05200513,-0.0676489166500386,0.3172727493724159,-0.6895035054199737,0.5542056721198966,0.41557765874806185
cg23179251,0.0049998625619598,0.2261850210193383,-0.43832277863594327,0.4483225037598628,0.5088179762322851
cg27010853,-0.0184805425974008,0.2420107135420513,-0.49282154113982135,0.4558604559450198,0.4695653524099751
cg06328360,0.0227705924471439,0.1998624267922886,-0.36895976406574177,0.4145009489600296,0.5453538859282969
cg06956088,-0.0716073100461926,0.2498973472369271,-0.5614061106305698,0.41819149053818455,0.38722963900154483
cg06734127,-0.0014434473809814,0.1388125830047977,-0.2735161100703849,0.2706292153084221,0.4958516598442142
cg23441040,-0.0429357254879885,0.3019812300339734,-0.6348189363545764,0.5489474853785994,0.44346886975979094
cg02347319,-0.013074248652741,0.1935984443504718,-0.3925271995796657,0.36637870227418373,0.4730787680338142
cg15714292,0.000848738034523,0.2149417346775891,-0.4204370619335516,0.42213453800259765,0.5015752948470238
cg07138437,0.0055868555934983,0.207418042070724,-0.40095250686512074,0.41212621805211735,0.5107443085087313
cg21172274,-0.0226146869159664,0.1958530383782555,-0.40648664213734714,0.3612572683054143,0.4540372366647859
cg21657265,-0.0091940325284352,0.2049041655143328,-0.4108061969365275,0.3924181318796571,0.48210549844228756
cg07644497,-0.0528519277353334,0.3307123357717389,-0.7010481058479417,0.5953442503772749,0.43651443310729454
cg25607121,0.0055803078161947,0.3001551603967876,-0.582723806561509,0.5938844221938984,0.5074164724800423
cg24714722,-0.0076095836912617,0.1931897098579978,-0.38626141501293737,0.371042247630414,0.48429005432748995
cg05484434,-0.041728445453615,0.2692256075866556,-0.5694106363234599,0.48595374541622993,0.4384128895663809
cg22160425,0.0027672371079363,0.259833304167858,-0.5065060390610654,0.5120405132769379,0.5042486740366943
cg05734643,-0.0128637789687328,0.2533689056485772,-0.5094668340399441,0.4837392761024785,0.4797540214618933
cg06149833,-0.0056625561274956,0.2153783014366644,-0.42780402694335784,0.4164789146883666,0.48951253299299236
cg03779905,-0.0141363245951485,0.2626908427849855,-0.5290103764537201,0.5007377272634231,0.4785418602599706
cg25412607,-0.0256071601887426,0.2382724413553288,-0.492621145245187,0.44140682486770183,0.45720802717580733
cg17047390,-0.0182013333445715,0.1863979622020241,-0.38354133926053874,0.3471386725713957,0.4611060209324961
cg23418942,-0.0792151915749697,0.3179348361822317,-0.7023674704921438,0.5439370873422044,0.4016202761310985
cg10876267,-0.0202359367859415,0.2691537254868649,-0.5477772387401967,0.5073053651683137,0.47003433003322503
cg13484553,-0.0071984613434705,0.3308673223334301,-0.6556984131169934,0.6413014904300525,0.4913211615265134
cg09434548,-0.0121493478302309,0.2514179350694176,-0.5049285005662895,0.48062980490582763,0.48072928717162045
cg19859853,-0.0082470076413365,0.2039235048192224,-0.4079370770870124,0.39144306180433935,0.4838705036921054
cg22679901,-0.0187719573309148,0.2654564043810435,-0.5390665099177601,0.5015225952559306,0.47181197986961854
cg13906190,0.0135313256319226,0.1951961862759449,-0.3690531994689294,0.3961158507327746,0.5276332115131471
cg22811135,-0.0093774122026378,0.3053884573578969,-0.6079387886241157,0.5891839642188401,0.4877518016723673
cg24302947,-0.0604842206629214,0.3324264903619161,-0.7120401417722769,0.5910717004464342,0.42781190233958855
cg23907260,-0.0238282958727549,0.2450919539395362,-0.5042085255942459,0.45655193384873605,0.46127510386540416
cg18455914,-0.0055465819260074,0.1987579639695439,-0.3951121913063134,0.38401902745429867,0.4888684768635331
cg09824710,-0.0060224051485204,0.2476845298755868,-0.49148408370467056,0.4794392734076297,0.49030074536336443
cg26105485,-0.0141864651966038,0.2439005020586199,-0.4922314492314988,0.46385851883829116,0.47680861198406843
cg05623230,-0.0143840344027753,0.2808745304036725,-0.5648981139939734,0.5361300451884229,0.4795784538280058
cg25019495,0.0024722646457427,0.1827667793380126,-0.355750622856762,0.3606951521482474,0.5053962805599088
cg01042193,-0.0189430475505566,0.1888143599422641,-0.3890191930373942,0.351133097936281,0.4600426362145311
cg04487404,-0.0171163162629478,0.1832503078004548,-0.3762869195518392,0.3420542870259436,0.46279129665341556
cg23108693,0.0191653180400043,0.2150150735646869,-0.40226422614678203,0.4405948622267907,0.5355125955402698
cg27192328,-0.0019290575885238,0.2863090035813433,-0.5630947046079566,0.559236589430909,0.49731207610970984
cg07998710,-0.0346912524355739,0.2680904757971549,-0.5601485849979975,0.49076608012684964,0.44852006492614116
cg22213242,0.0539332137094452,0.2743466096753786,-0.4837861412542968,0.5916525686731872,0.577924965391502
cg15129042,-0.0035129090494118,0.2376428286899052,-0.46929285328162595,0.4622670351828023,0.4941029278414185
cg00853576,-0.0126253465183965,0.2424823328680979,-0.48789071893986835,0.4626400259030754,0.4792376226934333
cg11115577,-0.0003090869742797,0.193454813302237,-0.37948052104666424,0.3788623470981048,0.4993626014892312
cg12740536,-0.0065160996955194,0.2153416891827872,-0.4285858104937823,0.41555361110274347,0.48793010757481303
cg06836529,-0.0945595313438413,0.3403446508498263,-0.7616350470095008,0.5725159843218182,0.3905696518592565
cg11716762,0.0155743434397303,0.2633174763936012,-0.500527910291728,0.5316765971711886,0.5235823440341345
cg10619211,0.0262728233280218,0.2471724126666541,-0.45818510549862024,0.5107307521546638,0.542325259671875
cg19446833,-0.0308568111475659,0.2460224984242449,-0.5130609080590859,0.4513472857639541,0.4500944507442872
cg13893024,-0.000830326819522,0.2551346241027586,-0.5008941900609288,0.49923353642188484,0.4987016584233579
cg06440786,-0.019212552871093,0.3442275239854431,-0.6938984998825615,0.6554733941403754,0.47774517860563626
cg24534517,0.0234183530754434,0.3195686086109955,-0.6029361198021078,0.6497728259529946,0.5292088016830614
cg27330209,-0.0031320805590431,0.1930046060020096,-0.3814211083229819,0.3751569472048957,0.4935262450697778
cg08935648,-0.0871576449717857,0.3327207138055285,-0.7392902440306215,0.5649749540870501,0.39667831074657256
cg19832765,0.0073496786714743,0.2766126822679738,-0.5348111785737544,0.549510535916703,0.5105987642411485
cg00264615,0.0256290915892499,0.339486029719681,-0.6397635266613249,0.6910217098398246,0.5300890861856153
cg13922229,0.0060841294949063,0.1896683756258948,-0.3656658867318475,0.3778341457216601,0.5127949653785959
cg06915569,-0.0364841752801116,0.2142671825025672,-0.45644785298514334,0.3834795024249201,0.4323972461606467
cg19780565,-0.0105660433282061,0.2185425694364133,-0.4389094794235761,0.4177773927671639,0.48071954670047
cg14344369,-0.0340138637548771,0.2916913847218724,-0.605728977809747,0.5377012502999927,0.45358492136466066
cg02505036,-0.0048758245865504,0.2395994336057513,-0.47449071445382296,0.4647390652807222,0.4918821246646641
cg13902627,-0.0615134327552859,0.3487601998005818,-0.7450834243644262,0.6220565588538545,0.429998711807823
cg27035369,-0.0110698309517387,0.213399184983864,-0.4293322335201121,0.40719257161663475,0.47931461731980884
cg14714835,0.0053728482225408,0.3202916391289803,-0.6223987644702605,0.6331444609153422,0.5066918880728377
cg08523272,-0.0830713133596618,0.3184492774722621,-0.7072318972052954,0.5410892704859719,0.39709946752248015
cg26400001,-0.0040728168500254,0.1508458048180636,-0.2997305942934301,0.29158496059337924,0.48922991957390527
cg26448296,-0.0039235697879815,0.2534196882735359,-0.5006261588041119,0.4927790192281489,0.49382362374220967
cg01462040,-0.014823137822962,0.2189417976811633,-0.4439490612780421,0.4143027856321181,0.4730108100598417
cg11180943,0.0035285003629434,0.2171939306823373,-0.42217160377443774,0.4292286045003245,0.5064808719967072
cg13343932,0.0165556049324322,0.3044596268488687,-0.5801852636913504,0.6132964735562149,0.5216826034367982
cg27512235,-0.015304726559882,0.2073302359327634,-0.42167198898809827,0.3910625358683342,0.47057755755894237
cg00197024,-0.0465180600258175,0.2979260435590977,-0.6304531054016489,0.5374169853500139,0.4379614834900645
cg22733290,-0.0437168496413093,0.3296756563892187,-0.6898811361641779,0.6024474368815593,0.4472526379900661
cg07547549,0.0360450633882973,0.3423966146241957,-0.6350523012751262,0.7071424280517208,0.5419203423879243
cg25401456,0.0217538787726058,0.3248971233600947,-0.6150444830131797,0.6585522405583913,0.5266917163294148
cg21140729,-0.0268617928357171,0.2728941345728991,-0.5617342965985994,0.5080107109271652,0.46079422932019376
cg14817590,-0.003463679875114,0.2773812862791905,-0.5471310009823274,0.5402036412320994,0.4950185087929303
cg14859805,-0.0089489627462732,0.2032567413597891,-0.40733217581145986,0.38943425031891343,0.4824410915085938
cg06198114,-0.0947879991854609,0.3956823610529321,-0.8703254268492078,0.680749428478286,0.40533732202886363
cg25966448,-0.0324947275905826,0.3284481556626755,-0.6762531126894266,0.6112636575082614,0.4605952909748813
cg13215331,-0.0030192989365754,0.3567107044332017,-0.7021722796256507,0.6961336817524999,0.49662328154073176
cg23208242,-0.0022688039945305,0.195634639937076,-0.3857126982711995,0.3811750902821385,0.4953735107894258
cg11128041,-0.0276233756471209,0.2242542216270755,-0.4671616500361889,0.4119148987419471,0.4509827392469875
cg27383210,-0.0128230654624096,0.3026754128729626,-0.6060668746934164,0.5804207437685971,0.483103572806755
cg09837345,0.0212487121080183,0.2165187562889043,-0.4031280502182341,0.44562547443427075,0.5390886329814356
cg06074633,-0.0181290282214841,0.2304656490650882,-0.469841700389057,0.4335836439460888,0.4686504952480024
cg19940131,-0.0093925621851819,0.2063804808500784,-0.4138983046513356,0.39511318028097175,0.4818500420129811
cg23702410,-0.0112011693174142,0.2201411354361977,-0.4426777947723617,0.42027545613753325,0.47970986842080676
cg21778526,-0.0162185390464999,0.1853544352042186,-0.37951323204676835,0.34707615395376856,0.4651369870423664
cg19194917,-0.058504587120127,0.3123556173526473,-0.6707215971313156,0.5537124228910617,0.42571223460671215
cg13110075,-0.024299886854834,0.2088166893451503,-0.43358059797132853,0.3849808242616606,0.45367986635449364
cg24156613,0.0080785903955085,0.3174962535737838,-0.6142140666091077,0.6303712474001247,0.5101498632040791
cg09645993,-0.0464833974572215,0.2903144129151974,-0.6154996467710084,0.5225328518565654,0.4363956425652231
cg25996747,-0.0107883914640127,0.2729278808284433,-0.5457270378877616,0.5241502549597362,0.484234571677869
cg22760044,0.0305505052524141,0.2743392790939868,-0.5071544817718,0.5682554922766282,0.5443346810965619
cg00246701,-0.005662091193961,0.1996356926497043,-0.3969480487873814,0.3856238663994594,0.4886866685036291
cg10437271,0.0037244067259205,0.3133422216118612,-0.6104263476333275,0.6178751610851684,0.5047417431319696
cg04867391,-0.0906084970275755,0.3398511865407639,-0.7567168226474726,0.5754998285923217,0.3948838528888763
cg06382285,0.0066502229609373,0.1793939701599374,-0.34496195855254,0.35826240447441465,0.5147856005892264
cg22655206,-0.0773207912514114,0.3786530248519714,-0.8194807199612754,0.6648391374584525,0.41909876708248794
cg23536305,0.0101736804830485,0.3144284884481941,-0.6061061568754119,0.6264535178415088,0.5129059654676108
cg26617413,-0.0336471799691541,0.3241599868426605,-0.6690007541807687,0.6017063942424604,0.45866480032568013
cg11338199,-0.0072776093162017,0.2290145262682681,-0.45614608080200714,0.44159086216960375,0.48732457051266853
cg04845649,0.0025177235257965,0.3487464199713829,-0.681025259618114,0.686060706669707,0.5028800801453184
cg23674809,-0.0427669291948724,0.2918531552964405,-0.6147991135758958,0.5292652551861511,0.4417492239602193
cg07341770,-0.0405829766641903,0.3016059560611373,-0.6317306505440194,0.5505646972156388,0.44648135376629583
cg25054515,-0.1254881289671686,0.3196783388267231,-0.7520576730675459,0.5010814151332086,0.3473277895962247
cg20568292,-0.0451354809841149,0.3226591146876914,-0.6775473457719899,0.5872763838037601,0.4443750460624982
cg01523865,-0.0414916191482251,0.313893670857516,-0.6567232140289565,0.5737399757325063,0.4474195064168911
cg20502011,0.0093634103412639,0.2672776786755536,-0.5145008398628211,0.5332276605453489,0.5139730947930459
cg18144559,-0.0767838845686798,0.3725895889355393,-0.8070594788823368,0.6534917097449772,0.4183635584897757
cg05791494,-0.0140883747092959,0.1800724851558828,-0.36703044561482623,0.3388536961962344,0.4688196687373508
cg16602490,-0.0081910303990812,0.2121016130737862,-0.4239101920237021,0.4075281312255397,0.4845973058072307
cg05218225,-0.0004624939040816,0.2080635790875871,-0.4082671089157523,0.4073421211075891,0.4991132123092812
cg11156708,-0.1392461363363276,0.3367532131671519,-0.7992824341439453,0.5207901614712902,0.3396215939202294
cg25255034,-0.0157072853910658,0.270173042846218,-0.545246449369653,0.5138318785875214,0.4768194045285634
cg15482183,0.0073610021184369,0.2165649408676658,-0.41710628198218813,0.4318282862190619,0.5135573634795707
cg00798698,-0.0207075642935537,0.3113032971954441,-0.6308620267966241,0.5894468982095167,0.4734823409305481
cg03840462,-0.0058578835796725,0.2051349445888654,-0.40792237497384864,0.3962066078145037,0.4886092549389771
cg13842554,-0.0100374652138242,0.2361475062955684,-0.4728865775531383,0.4528116471254899,0.48304803687332487
cg18482379,-0.0207931854301463,0.3220763985582328,-0.6520629266042826,0.61047655574399,0.4742622494504455
cg24879461,-0.0632716029583003,0.3291539687355775,-0.7084133816800322,0.5818701757634317,0.42378300417085457
cg04014330,-0.0088898120219116,0.2419772913418335,-0.4831653030519052,0.46538567900808203,0.48534687187170944
cg12564910,0.0206079926125455,0.2711190964292431,-0.5107854363887709,0.552001421613862,0.5302947664138108
cg15523513,-0.009678881806307,0.2576867671291745,-0.514744945379489,0.49538718176687496,0.48501899228544965
cg26114982,-0.0289050427131909,0.319961645557613,-0.6560298680061124,0.5982197825797305,0.4640088803676655
cg14870509,-0.0613305086337865,0.3667128106537412,-0.7800876175151192,0.6574266002475462,0.4335890417691084
cg04010581,-0.0556710795346994,0.3724461109550143,-0.7856654570065273,0.6743232979371285,0.44058973826837255
cg13018699,0.0060157847961208,0.3084528445401122,-0.5985517905024991,0.6105833600947406,0.5077801155378239
cg17248026,-0.0399301661523063,0.2933931520165061,-0.6149807441046583,0.5351204118000458,0.4458719784588109
cg19068645,0.0119725405897179,0.3091797986474338,-0.5940198647592523,0.617964945938688,0.5154446028926225
cg19432362,-0.0089830455782948,0.1832787721000978,-0.3682094388944865,0.35024334773789684,0.48045446115885626
cg26195623,-0.0471305488207459,0.2878654906931391,-0.6113469105792985,0.5170858129378068,0.4349741306292563
cg24406369,-0.0927026435828839,0.3632365838558153,-0.8046463479402819,0.619241060774514,0.39927935359967015
cg03340793,-0.0077782831985333,0.2352289878287173,-0.4688270993428192,0.4532705329457526,0.4868106364623702
cg12098777,-0.1211436335792267,0.3720536186827547,-0.850368726197426,0.6080814590389725,0.37236048044471426
cg01751209,-0.0529060839694745,0.3216060984770545,-0.6832540369845014,0.5774418690455524,0.4346664716923574
cg23552337,-0.1307917674488393,0.3621442526907335,-0.8405945027226771,0.5790109678249984,0.35899018002363003
cg26256970,-0.0203931830213822,0.1975967445596304,-0.40768280235825777,0.36689643631549335,0.45889971210084357
cg08707617,0.0082804762722427,0.2638862134373996,-0.5089365020650605,0.5254974546095459,0.5125163418314618
cg04068216,-0.0221688564513767,0.2320035023411842,-0.4768957210400977,0.43255800813734435,0.46193741094945284
cg05369916,0.0097415552534096,0.3267468269070613,-0.6306822254844305,0.6501653359912497,0.5118922122311451
cg16692177,-0.0028517790194269,0.2165341881304806,-0.42725878775516885,0.42155522971631504,0.4947460382737854
cg25103781,-0.0543597623827913,0.3084385437915434,-0.6588993082142163,0.5501797834486337,0.430051993776734
cg06936709,-0.0263340611987372,0.2183431088869819,-0.4542865546172217,0.4016184322197473,0.4520005201875644
cg01125381,-0.0114156244608024,0.2624431519857983,-0.5258042023529671,0.5029729534313624,0.4826524734258575
cg17548490,-0.0944204585876017,0.3711351374572935,-0.821845328003897,0.6330044108286935,0.3995894461184978
cg18655951,0.0048304602026973,0.2130014360531934,-0.4126523544615618,0.42231327486695636,0.5090464631431992
cg10730492,-0.0092629603871518,0.2251471212223206,-0.4505513179829002,0.4320253972085966,0.48359142108415487
cg18368277,-0.1158974676570851,0.3344980453554212,-0.7715136365537106,0.5397187012395405,0.364490349141953
cg22699121,-0.1203516897689145,0.3656380979551622,-0.8370023617610325,0.5962989822232034,0.3710191827318806
cg12749937,-0.0784150024439903,0.3736887434868083,-0.8108449396781345,0.654014934790154,0.41689611281759353
cg08683739,-0.1179404364134074,0.3754892014933505,-0.8538992713403744,0.6180183985135597,0.3767232747133755
cg02812647,-0.0171446331601473,0.1562918308595096,-0.3234766216447861,0.28918735532449147,0.45632512354329313
cg08987848,-0.0490736867485721,0.3043895751927887,-0.645677254126438,0.5475298806292936,0.4359600654519423
cg08395267,0.0171420820213908,0.3938478519019014,-0.754799707706336,0.7890838717491175,0.5173583343781023
cg01391058,-0.0592074554825503,0.3739496371694135,-0.7921487443346007,0.6737338333695002,0.43709837491674486
cg02991605,-0.1312440156549739,0.3891695441764187,-0.8940163222407546,0.6315282909308068,0.36796752950020695
cg14641268,-0.0196053626400728,0.1922196349934443,-0.3963558472272236,0.35714512194707804,0.4593804850789083
cg07053071,-0.0083883438013248,0.3525834001450124,-0.6994518080855491,0.6826751204828995,0.490509623146794
cg19478098,-0.0684388061176827,0.3335746148222854,-0.7222450511693621,0.5853674389339967,0.4187204706188775
cg03926422,-0.1374566079678232,0.3826353659553767,-0.8874219252403616,0.6125087093047151,0.35970906882583176
cg25244901,-0.081788913409652,0.4130770949546247,-0.8914200195207164,0.7278421927014124,0.42152286464509414
cg19665667,-0.0337980492757917,0.3524214200332598,-0.7245440325409809,0.6569479339893975,0.461799056297853
cg02253804,-0.0469559003481776,0.2890084602248299,-0.6134124823888443,0.519500681692489,0.43546692755730354
cg08268848,-0.1389732152855239,0.343793405199588,-0.8128082894767164,0.5348618589056686,0.3430200788833675
